global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	aroma_motion_01	aroma_motion_06	aroma_motion_07	aroma_motion_08	aroma_motion_11	aroma_motion_12	aroma_motion_17	aroma_motion_19	aroma_motion_20	aroma_motion_22	aroma_motion_25
6064.1525159458615	n/a	36773945.73665252	n/a	7524.577423698726	n/a	n/a	56619265.405236565	5748.65622418225	n/a	n/a	33047048.383829325	5710.563421980086	5509.123611892895	n/a	n/a	n/a	n/a	-0.0558407191	-0.0189940529	0.0414062886	-0.0004173468	0.0095274629	-0.1154594356	0.0221370545	-0.1815221384	0.0994387463	-0.083946868	0.0425764954	0.0556133833	-0.002318473	0.0809631392	0.0608761692	-0.029628786	0.0823851054	-0.040777139	0.1701837953	-0.006321192	0.1205366792	-0.1829032292	0.1273301016	-0.0038547652	0.0424017025	-0.1233744153	0.1170124608	-0.0447464734	0.0857857584	-0.0030403245	0.1638415663	-0.0594486385	0.0949772076	-0.069243749	0.095956973	-0.0170340146	-0.0207297653	0.1092578542	-0.0248937742	-0.0514572459	0.058296025	-0.0476768229	-0.0463895374	0.0267500157	-0.0829370805	0.0627957964	-0.0660694575	0.0338883269	-0.0292211361	0.1491949711	-0.0348955013	0.1391237057	-0.2087050711	0.1594833017	-0.00933447	0.0497223509	-0.0676272569	0.1629080987	-0.0300275635	0.1058418412	-0.0646347557	0.0218312666	-0.11285497	0.0830083254	-0.0850645136	0.0934746897	-0.0197928904	0.0500600094	-0.0231036571	0.0550141879	0.0583004377	0.1290883846	0.1290552057	0.1289999139	0.1289225186	-0.406688	n/a	n/a	0.165395129344	0.2151	n/a	n/a	0.04626801	-0.55104	n/a	0.3036450816	n/a	0.00272358	n/a	n/a	7.417888016400001e-06	0.00399623	n/a	n/a	1.59698542129e-05	-0.0069405	n/a	4.817054025e-05	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.003569224	-0.615866212	1.894009047	1.270349193	-0.5386233461	-0.2938273895	-1.355872573	-1.161818857	-0.7099403017	-0.3136640995	0.3893630539
6053.425699190063	-10.726816755798607	36643962.6956147	115.0645977124818	7506.071816344051	-18.505607354675703	342.4575035654275	56341114.11211448	5743.667917115569	-4.988307066681045	24.88320739150005	32989721.142102703	5702.364609157626	5450.049559457528	1.053567	34.429287	0.2170615	0.14195	-0.0617685822	-0.0370240257	0.0703637183	-0.0615932442	0.0396438154	-0.0424769233	-0.0494954648	-0.0570885521	-0.0912966294	-0.0825095429	-0.0389948879	0.0967148699	0.0075440728	0.1139388236	-0.0132868587	0.0452659685	0.137507282	0.0927402956	0.1740369554	0.0289280774	0.09392856	0.0352612424	-0.0385509839	-0.0459973962	-0.0483932621	0.0883167743	-0.0688674742	-0.0095318452	0.0612321344	-0.1287328599	-0.1255645632	0.0091265733	0.0634965034	0.0868499796	-0.0433550413	0.0776824957	-0.0644274559	-0.0059486788	0.037538836	0.1116875933	-0.0297403394	-0.1340692424	-0.0909630658	-0.0043166973	-0.116694691	0.0039871932	0.0257046252	0.090162749	-0.1330957534	0.0997438187	0.1065285805	0.1655314979	0.0359078409	-0.0622333039	-0.0811925962	0.017795943	0.0080790519	-0.0914265148	0.0754026727	-0.1536942285	0.1168039934	-0.0704314105	-0.015915651	0.1500795387	-0.0015844838	0.0574169502	0.0461219639	-0.0513840732	-0.0465896282	-0.0100067747	-0.0391704547	0.1289999139	0.1287014744	0.1282045865	0.1275100165	-0.408487	-0.0017989999999999	3.236400999999982e-06	0.166861629169	0.270293	0.0551929999999999	0.0030462672489999	0.073058305849	-0.680875	-0.129835	0.463590765625	0.016857127225	0.00260415	-0.00011943	1.4263524900000057e-08	6.7815972225e-06	0.00392111	-7.51199999999997e-05	5.643014399999955e-09	1.5375103632100003e-05	-0.00735064	-0.00041014	5.40319084096e-05	1.6821481960000059e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.132309989	-1.083212745	1.015916854	1.426392877	-0.460725389	0.6159375789	-0.2981818528	-1.861414425	-2.68249307	-1.371808989	1.350429952
6042.894238561358	-10.531460628704735	36516570.77843805	110.91166297395796	7472.030031064859	-34.04178527919157	1158.843144994584	55831232.78513512	5737.356467112971	-6.311450002598576	39.83440113530157	32917259.230723027	5695.824338082765	5452.024315645876	0.930887	30.420261	0.179006	0.0846437	-0.0676717294	-0.0582356424	0.0783520314	-0.0797021169	-0.0161787443	-0.098320695	0.0353966848	0.046854784	-0.0367500411	-0.0891358071	-0.1277020772	0.116859963	0.0347459595	0.1310614959	-0.0511760399	0.0556866568	0.1982542278	0.1579123365	0.0742326376	-0.0506387648	0.0569888674	0.0941303629	-0.0436867546	-0.0240821877	-0.2511021432	0.0793967032	-0.0139501889	-0.0198063619	-0.0105173604	0.0741946114	-0.0135450486	0.0979708846	-0.1508660884	-0.0035721694	-0.0495301467	-0.0187630623	-0.0184132623	-0.0558877718	-0.0135427999	0.0300646107	-0.2317162597	0.0493195076	-0.1129663145	-0.023845389	-0.1673116318	-0.0487426793	0.0615119632	0.1647436475	-0.155349117	0.0032735763	0.0193472429	0.1196481354	0.0585468936	-0.0742657373	-0.1741865376	-0.0737272078	-0.1312694893	-0.0072004427	-0.0494212955	0.0283181103	-0.053306838	0.1357516097	0.1342884052	-0.0747944451	0.1021957483	-0.0955710417	0.0460227593	-0.0398699124	0.0355989916	-0.0952910056	-0.0984369216	0.1288230331	0.1279949812	0.1266188352	0.124700488	-0.398015	0.0104719999999999	0.0001096627839999	0.158415940225	0.222988	-0.047305	0.002237763025	0.0497236481439999	-0.658968	0.021907	0.434238825024	0.000479916649	0.00164697	-0.00095718	9.161935524e-07	2.7125101809e-06	0.00340096	-0.00052015	2.705560225000001e-07	1.1566528921600002e-05	-0.00684153	0.00050911	4.68065327409e-05	2.591929921000001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.159332081	-1.140218765	2.227851106	1.883322133	-0.6676160412	0.5506809669	-0.4577016527	-2.403545414	-2.587233409	-1.962816438	0.9658102985
6046.366988325364	3.472749764006039	36558553.75751074	12.059990923404	7481.633947232211	9.6039161673516	92.23520574951743	55974846.52037743	5735.880885531841	-1.475581581129518	2.177341002568688	32900329.533009537	5697.989952105506	5453.009976041226	0.973637	31.81727	0.11881705	0.0719341	-0.0579133977	-0.0514929373	0.0781698208	-0.0455176217	-0.0170853335	-0.1342813959	0.0304287385	-0.087916146	0.020391632	-0.0551153823	-0.0881562471	0.0935311515	0.0868360532	0.0667877102	-0.0815152826	-0.0533743274	0.0836042329	-0.0239598902	0.1066276524	-0.2063415371	0.0886533117	-0.1326838682	0.0661969737	0.040269652	-0.0080895918	-0.0026969677	-0.0742721838	0.1146705672	0.0233220391	0.10908663	0.1964944917	0.0678399866	-0.0454531783	-0.2259946593	0.0134713304	0.0777996879	0.1410990525	-0.0482911683	-0.1731425055	0.0917005673	-0.0334078266	0.114577805	-0.0961908645	-0.0526220038	-0.097619348	-0.06232614	-0.067631561	0.0339107252	-0.0333974015	0.061414449	-0.2392701594	0.1117802717	-0.1391529764	0.0645315086	0.0066415777	-0.0157772048	-0.0415042835	-0.0908213008	-0.0852794466	0.1884453558	-0.1592861529	0.006895187	-0.0010045872	-0.0588276274	0.0419515471	0.0199524332	0.0143802012	0.2048820239	-0.0949258734	-0.1933006866	0.0365790754	0.1285578634	0.1269376627	0.1242524367	0.1205247148	-0.397468	0.000547	2.992090000000216e-07	0.157980811024	0.187222	-0.0357659999999999	0.0012792067559999	0.035052077284	-0.656503	0.002465	0.4309961890089999	6.076225000000249e-06	0.000521619	-0.001125351	1.2664148732010002e-06	2.72086381161e-07	0.00351148	0.0001105199999999	1.2214670399999957e-08	1.23304917904e-05	-0.0072064399999999	-0.0003649099999998	5.193277747359856e-05	1.331593080999269e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.214745616	-1.439883535	1.14958524	1.646398242	-0.883990224	0.1057229054	-0.6502553606	-1.951761533	-1.703443074	-0.5711583432	0.6516441008
6042.057862576645	-4.3091257487194525	36506463.21472425	18.56856471827698	7524.458675841978	42.82472860976759	1833.9573805002467	56617478.364453614	5744.311978049264	8.431092517423167	71.08332103734891	32997120.10116025	5706.478177201456	5432.767418165897	0.988503	32.303097	0.0800935499999999	0.0409515	-0.0691232346	-0.0550410152	0.0668845659	-0.0616926389	0.0584389644	-0.0646816079	-0.0345487694	-0.0751520947	-0.0936155171	-0.0557167593	-0.0856545261	0.0828671691	0.007082387	0.0739501914	-0.00732156	-0.0360479143	0.1532214162	0.1237858333	0.0760315269	0.1369422526	-0.0431685845	0.103133999	-0.0883193594	0.0119025974	0.0426824711	0.1094587118	-0.0278997926	0.0273044072	-0.1651575738	-0.0640213765	-0.1569179483	-0.0324808152	0.03688012	0.0814888877	-0.0458800668	0.013489602	-0.0388094862	0.0278232355	0.2023383591	0.0966901255	0.0525967002	-0.0448607218	-0.0797541218	-0.0059921476	-0.0939973498	-0.0102937699	-0.0064481854	0.1487210512	-0.1288916698	0.0359187373	0.2041613843	0.0072969843	0.0874884643	-0.1052148676	0.0227754616	-0.0407465404	0.0111800491	-0.0557091394	0.0358980715	-0.1233843616	0.1191596179	-0.1785251725	0.0737676408	0.0100622186	-0.0009831115	0.0094385771	-0.0187427558	-0.1179845166	0.0868991278	0.0841730439	-0.0901154964	0.1282045865	0.1255324169	0.1211199807	0.1150284477	-0.409063	-0.011595	0.000134444025	0.167332537969	0.176221	-0.011001	0.000121022001	0.0310538408409999	-0.647454	0.0090489999999999	0.419196682116	8.188440099999953e-05	0.00123715	0.000715531	5.119846119610001e-07	1.5305401225e-06	0.00343492	-7.655999999999982e-05	5.861433599999973e-09	1.17986754064e-05	-0.0073833199999999	-0.0001768799999999	5.451341422239852e-05	3.128653439999997e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.120308264	-1.292546052	1.789950659	1.180577439	-0.2423499389	0.6184858946	-1.047290811	-1.519532231	-2.674654029	-2.149716319	0.1156814152
6044.438142814	2.380280237354782	36535232.46230475	5.665734008341738	7478.100098976768	-46.358576865210125	2149.1176489675954	55921981.09031635	5740.385636387048	-3.926341662216146	15.416158848454248	32952027.254438736	5700.68993173167	5472.055372518052	1.101919	36.009384	0.8115555	0.451673	-0.0586503145	-0.0085257156	0.1602141664	-0.1417297744	0.0057142991	-0.0989799048	0.0231195404	0.0210819565	0.0731770498	-0.133777396	-0.0775346782	0.0803667818	0.0148531161	0.0240918847	-0.0604054155	0.0761479048	-0.1530803548	0.0250166123	-0.0701624468	-0.0154751508	-0.022459558	0.0763770171	0.0642500527	0.0902313295	0.0144649665	-0.1143850308	0.1315125297	0.0368896934	-0.0809807356	-0.0048457459	0.0828725773	-0.1181271819	-0.0572734261	0.0700372911	0.0127354696	0.0388420484	-0.0927799412	0.0401233677	0.0406940222	-0.089438257	0.1426947551	-0.05287849	-0.0904605423	-0.0282764713	-0.0474775383	-0.0588042646	0.0835194805	-0.0392192171	0.1115432558	-0.0644269014	-0.0526415324	-0.03714313	0.0568983043	0.0425344844	-0.0177673539	-0.0599904056	0.0153567228	0.1958438852	0.0270392838	-0.1221402114	-0.0440358473	0.0005980247	0.0514662373	-0.0636892547	-0.1498313209	0.0003880852	0.069326462	-0.002559555	0.0144767469	0.1387200889	-0.0192582887	0.1277634447	0.1237830955	0.1172407796	0.1082719048	-0.437969	-0.0289059999999999	0.0008355568359999	0.191816844961	0.260169	0.083948	0.0070472667039999	0.0676879085609999	-0.8457599999999998	-0.1983059999999998	0.7153099775999997	0.0393252696359999	0.007829	0.0065918499999999	4.345248642249999e-05	6.129324099999998e-05	0.00632952	0.0028945999999999	8.378709159999998e-06	4.00628234304e-05	-0.00790478	-0.0005214600000001	6.24855468484e-05	2.7192053160010456e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.284069215	-1.823591297	1.518097359	0.3012930303	0.1284803035	-0.65809816	-0.3341753614	-2.286375395	-1.676123112	-1.411166261	2.144815688
6054.395961679476	9.957818865476838	36655710.46080075	99.15815655764642	7532.90589992323	54.805800946462114	3003.675817383228	56744671.29709821	5735.516993146348	-4.868643240700294	23.70368700521666	32896155.17867052	5696.5955891769445	5449.041643660011	1.166643	38.124481	0.439367	0.263245	-0.0427966165	-0.0145611416	0.0943705823	-0.0454471825	0.0149596991	-0.1055234781	0.0174423974	-0.0189327092	-0.0749520548	0.0447906678	0.0495349812	0.0936635987	0.0657570683	0.0592769074	0.0146931117	-0.1137144909	0.0662904406	-0.0211205163	0.0352948859	-0.102627088	-0.0003631667	-0.1891904456	0.0556993363	0.0091515527	0.1217679116	-0.0937364827	-0.0747684692	-0.0088494882	0.073552845	0.0364122394	0.0108663796	-0.0175409985	0.0078793752	-0.1162496253	0.0562666929	0.1485451359	0.0367281813	0.0743469564	0.0577558372	0.0374975226	-0.0019818806	0.0508456972	-0.0840632437	-0.0347616035	-0.0676404911	0.0201806794	-0.1284752906	0.0511586577	-0.0075796303	0.0166429101	-0.1168116351	0.0253514603	-0.1882435862	0.0572099143	0.0791056108	0.0417517347	0.0523599474	-0.0846194516	-0.0246446087	0.1535894112	0.0408194105	-0.0196139534	-0.0125322854	0.0879319114	-0.0457903815	0.0013480201	-0.0330826924	0.1001750195	-0.0702831385	0.0189946125	0.0950992072	0.1272347401	0.1216944932	0.1126387502	0.1003291122	-0.425208	0.012761	0.000162843121	0.1808018432639999	0.207643	-0.0525259999999999	0.0027589806759999	0.043115615449	-0.707077	0.1386829999999999	0.4999578839289999	0.0192329744889999	0.0040467	-0.0037822999999999	1.4305793289999992e-05	1.6375780890000003e-05	0.00552419	-0.0008053299999999	6.485564088999999e-07	3.05166751561e-05	-0.00778447	0.00012031	6.05979731809e-05	1.4474496100000052e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.206016873	-0.8542177982	-0.3053179216	0.9250781011	-0.6500358654	-0.350879189	-0.3860789958	-1.458036792	-0.6238018847	-0.2215846453	0.5706792267
6081.933139266097	27.5371775866206	36989910.71050316	758.29614943708	7561.207472448145	28.301572524915173	800.9790073830334	57171858.44140567	5756.09559763674	20.578604490392536	423.4789627720039	33132636.529133063	5717.896057855912	5514.295528372568	1.121783	36.658508	0.523665	0.251036	-0.0461321406	-0.0598486035	0.0124557667	-0.0331124845	0.0634491497	0.0022388692	0.0361767014	0.054545568	-0.1037099459	0.0523898408	0.0420663523	0.040985024	-0.0041318573	-0.0042881152	-0.0722465401	0.0127930137	0.0036984891	0.0406987137	0.0362061802	0.2411440147	-0.0878578651	0.0353651203	0.0006396045	-0.0206944844	0.0312227629	0.0266376289	0.0926450827	0.0668830216	-0.0675550918	0.0554323199	-0.0968836592	-0.0070100942	0.0878448635	0.0318732051	0.1384494099	-0.1684987832	-0.0362501609	0.0994432812	-0.1245197011	0.0094235691	0.0862971996	0.015726254	-0.0289700024	-0.0161105103	-0.0144708103	-0.0729214123	0.0369570812	0.0127696037	-0.0137476954	0.0428207785	0.249893801	-0.0636881459	0.0645392322	0.0052508193	0.0561332845	-0.0103452204	0.024995498	0.0320886526	-0.1207176459	-0.0620766403	0.0253941729	-0.1004586117	-0.1366090524	-0.0120343856	0.0577614092	-0.1100319923	-0.0165348952	-0.1780878027	0.0937969181	-0.0553747178	0.0324952623	0.1266188352	0.1192723348	0.1073422654	0.0912870929	-0.383845	0.0413629999999999	0.0017108977689999	0.147336984025	0.154591	-0.0530519999999999	0.0028145147039999	0.023898377281	-0.54485	0.162227	0.2968615224999999	0.026317599529	0.00209111	-0.00195559	3.824332248100001e-06	4.372741032100001e-06	0.00332568	-0.00219851	4.8334462201e-06	1.10601474624e-05	-0.00659811	0.00118636	4.35350555721e-05	1.4074500496e-06	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.942403361	-1.075125154	1.715297135	1.620300071	0.07351970816	1.52561506	-0.7177004657	-1.603434191	-2.417727275	-1.245086437	0.09661854944
6086.025570249604	4.092430983507256	37039707.24173202	16.747991354770168	7595.089461228751	33.88198878060575	1147.989163729094	57685383.92406804	5757.2825361836985	1.1869385469581175	1.4088231142550474	33146302.2014458	5717.202309514685	5520.887010907309	1.017175	33.24004	0.1456354999999999	0.0803482999999999	-0.0267467064	-0.0254728046	-0.0072182735	-0.0197578836	0.0329397687	0.0147607719	0.0403913703	0.00178013	0.1142788851	-0.0649827916	0.1375501333	0.0249539166	0.0364081609	0.0762231463	-0.0325995154	-0.0007262071	-0.0046961778	-0.1024806118	0.0637027389	-0.0783546517	0.0029132762	-0.2186036367	-0.007007083	-0.0188951409	-0.0418668581	-0.0366442924	0.1056902878	-0.0830327227	0.0521816836	-0.1308392522	0.1379057826	0.1169319226	-0.0563554405	0.0343029686	-0.0671051017	0.0261992567	-0.003703761	-0.1589802692	-0.0974408236	-0.0959818789	-0.230739458	0.0731834614	-0.023330662	-0.0246905836	-0.0678981649	-0.0027701155	-0.0457316856	-0.0946990052	0.000787194	0.0563604752	-0.1014227807	0.0460019273	-0.2438290147	0.0012039043	-0.0787274551	0.0338764254	-0.0241369146	0.0938686182	0.1099765521	0.0318382519	-0.0068772463	0.1075917594	-0.0289462284	-0.0392145537	0.1378901341	0.0070394998	0.1099488609	0.0532474603	-0.1065310285	-0.0389831217	-0.0989674957	0.1259161521	0.1165232592	0.1013839798	0.0812449131	-0.35085	0.032995	0.0010886700249999	0.1230957224999999	0.135226	-0.0193649999999999	0.0003750032249999	0.018286071076	-0.482221	0.0626289999999999	0.232537092841	0.0039223916409999	0.00202816	-6.294999999999999e-05	3.962702499999998e-09	4.113432985600001e-06	0.00333409	8.409999999999928e-06	7.072809999999877e-11	1.11161561281e-05	-0.00605654	0.0005415699999999	3.66816767716e-05	2.932980648999999e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.927163946	-0.5158404166	1.467706936	1.285063055	-0.7169608962	0.5904395672	-1.017889251	-2.026776792	-0.594540245	0.7004233938	-0.1677582066
6114.148382870465	28.122812620860717	37382810.44775752	790.8925897080427	7574.722004762102	-20.367456466648942	414.83328292084	57376413.4494272	5771.049083385839	13.766547202140828	189.51782186877145	33305007.52284853	5730.45802676826	5573.022157549928	1.075081	35.132339	0.176053	0.0865799	-0.0151678282	-0.0190164539	-0.0298847153	0.051785348	-0.0302597913	-0.0718430399	0.0139540157	-0.0543054864	-0.0180139391	0.0933222917	-0.0961868364	-0.0273074492	-0.0089391244	0.0233676827	0.0791821586	-0.1098490141	0.2041204084	0.0228125656	-0.0516897865	0.2094394749	-0.0004243147	0.0035425082	-0.0660052079	0.0110325571	0.0793066664	0.0018180589	-0.1110851352	0.0559089483	-0.0669123712	0.0325218466	-0.2926011151	-0.0599921583	0.0048781248	-0.054879487	-0.0066977127	0.1527540873	0.0116431874	0.0324378099	-0.0785643101	-0.1128338925	0.1808589607	0.158497589	0.0333683808	0.0267728784	-0.0116679605	0.0669281779	-0.1328852488	0.0865585231	-0.1486020159	-0.0692542205	0.2167977291	-0.0457026363	-0.0300108705	0.0054272992	0.1410065363	-0.0472411507	0.0577591302	-0.1821182996	-0.1157200516	0.1250749953	0.0755254596	-0.1470127055	0.1206607002	0.0434206019	-0.0616297967	-0.078510634	-0.1586915466	0.063809506	-0.1500491492	0.0061989587	0.165243048	0.1251271724	0.1134548014	0.0948006283	0.0703125971	-0.304096	0.046754	0.002185936516	0.0924743772159999	0.156854	0.0216279999999999	0.0004677703839999	0.0246031773159999	-0.497537	-0.0153159999999999	0.247543066369	0.0002345798559999	0.00247878	0.0004506199999999	2.030583843999997e-07	6.1443502884e-06	0.00364809	0.000314	9.859600000000004e-08	1.33085606481e-05	-0.00497406	0.00108248	2.47412728836e-05	1.1717629504000003e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.880450039	-0.002958178794	1.315678948	1.183283489	-0.4182182232	1.07523182	-0.7943795149	-0.5923382853	-1.352165687	-0.6647134374	0.2389984302
